ID,url,alert_price
1, https://www.amazon.de/-/en/MOBIUZ-EX240N-Gaming-Monitor-Compatible/dp/B0B797ZPF5/, 200
2, https://www.amazon.de/-/en/GeForce-RTXTM-Verto-Triple-Graphics/dp/B0B94VD5QP/, 650
3, https://www.amazon.de/-/en/gp/product/B08166SLDF/, 160
